Location,Area,BHK,Bathrooms,Property Age,Furnishing Status,Amenities,Price
Electronic City,1153,2,2.0,2.0,Semi-Furnished,"Intercom, Jogging Track, Landscaped Garden",6350000
Indiranagar,1959,3,2.0,1.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup",22600000
Malleshwaram,530,1,1.0,1.0,Furnished,"Children's Play Area, Covered Parking",5240000
Electronic City,998,2,2.0,5.0,Furnished,"Jogging Track, Landscaped Garden, Swimming Pool",4700000
Jayanagar,2497,4,4.0,14.0,Semi-Furnished,"Covered Parking, Jogging Track, Swimming Pool",24410000
Whitefield,1325,2,2.0,6.0,Furnished,"Covered Parking, Jogging Track, Tennis Court",7740000
Electronic City,800,2,2.0,0.0,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Swimming Pool",3990000
Rajajinagar,4414,5,4.0,0.0,Furnished,"24/7 Security, Clubhouse, Covered Parking, Intercom, Tennis Court",53930000
Electronic City,1966,3,3.0,1.0,Unfurnished,"Children's Play Area, Clubhouse, Covered Parking, Intercom, Swimming Pool",9790000
Banashankari,1356,2,2.0,4.0,Semi-Furnished,"Children's Play Area, Jogging Track",8750000
Whitefield,1741,3,3.0,10.0,Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Power Backup, Tennis Court",10140000
HSR Layout,1094,2,2.0,9.0,Furnished,"Intercom, Jogging Track, Landscaped Garden, Tennis Court",9390000
Bellandur,2964,4,3.0,3.0,Unfurnished,"Gym, Landscaped Garden, Power Backup",22490000
Marathahalli,1051,2,2.0,14.0,Semi-Furnished,"High-Speed Elevators, Landscaped Garden, Power Backup, Tennis Court",6100000
Jayanagar,800,2,1.0,1.0,Semi-Furnished,"Children's Play Area, Jogging Track, Tennis Court",9780000
Electronic City,1085,2,2.0,5.0,Semi-Furnished,"Children's Play Area, Covered Parking, Power Backup",5380000
Marathahalli,1868,3,3.0,11.0,Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Landscaped Garden, Tennis Court",11270000
Whitefield,957,2,2.0,3.0,Furnished,"Clubhouse, High-Speed Elevators, Tennis Court",5280000
Sarjapur Road,1105,2,2.0,3.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Jogging Track, Power Backup, Tennis Court",8260000
Koramangala,893,2,2.0,12.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Intercom, Swimming Pool, Tennis Court",9080000
Jayanagar,931,2,2.0,8.0,Furnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Jogging Track",11750000
HSR Layout,1105,2,2.0,1.0,Semi-Furnished,"Covered Parking, Intercom, Landscaped Garden, Swimming Pool",11710000
Marathahalli,860,2,2.0,1.0,Furnished,"Gym, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden, Power Backup",7560000
Thanisandra,911,2,2.0,2.0,Semi-Furnished,"24/7 Security, High-Speed Elevators, Intercom, Swimming Pool, Tennis Court",5670000
Sarjapur Road,1409,3,3.0,3.0,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom, Swimming Pool",10200000
Whitefield,1527,3,3.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, Gym, Intercom, Swimming Pool, Tennis Court",8620000
Yelahanka,1450,2,1.0,7.0,Semi-Furnished,"24/7 Security, Swimming Pool",7010000
Electronic City,650,1,1.0,2.0,Unfurnished,"24/7 Security, Clubhouse, Gym, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",2980000
Yelahanka,1057,2,2.0,2.0,Semi-Furnished,"24/7 Security, Intercom, Jogging Track, Power Backup",6130000
Malleshwaram,1097,2,2.0,1.0,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Power Backup, Swimming Pool",11480000
Bellandur,601,1,1.0,12.0,Furnished,"Clubhouse, Intercom, Landscaped Garden, Tennis Court",4250000
HSR Layout,1111,2,,5.0,Furnished,"24/7 Security, High-Speed Elevators, Landscaped Garden, Power Backup",10600000
Electronic City,1654,3,3.0,1.0,Semi-Furnished,"24/7 Security, Clubhouse, Intercom, Power Backup",7590000
Hebbal,1596,3,2.0,6.0,Furnished,"Children's Play Area, High-Speed Elevators, Jogging Track, Power Backup",14140000
Bellandur,1496,3,3.0,13.0,Semi-Furnished,"24/7 Security, Power Backup",10020000
Hebbal,697,1,1.0,14.0,Furnished,"Children's Play Area, High-Speed Elevators, Jogging Track, Tennis Court",5630000
Bellandur,1694,3,3.0,3.0,Furnished,"Covered Parking, Jogging Track, Swimming Pool, Tennis Court",14050000
Hebbal,4973,5,4.0,5.0,Unfurnished,"24/7 Security, Children's Play Area, Jogging Track, Landscaped Garden",43800000
Sarjapur Road,749,1,1.0,5.0,Furnished,"24/7 Security, Covered Parking, Jogging Track, Swimming Pool",5050000
Electronic City,3866,5,5.0,2.0,Furnished,"Clubhouse, Gym, Jogging Track, Landscaped Garden, Tennis Court",23560000
Bellandur,1451,3,3.0,1.0,Furnished,"Covered Parking, Gym, High-Speed Elevators, Intercom",14420000
Electronic City,710,1,1.0,8.0,Semi-Furnished,"Children's Play Area, Landscaped Garden, Power Backup, Tennis Court",3070000
Sarjapur Road,1300,3,3.0,7.0,Unfurnished,"Landscaped Garden, Tennis Court",8480000
Koramangala,1132,2,2.0,8.0,Furnished,"24/7 Security, Clubhouse, Jogging Track",11220000
Bellandur,1550,3,3.0,8.0,Semi-Furnished,"Covered Parking, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",11600000
Bellandur,1987,3,3.0,6.0,Unfurnished,"Gym, Intercom, Jogging Track, Tennis Court",14540000
Marathahalli,1161,2,2.0,15.0,Furnished,"24/7 Security, High-Speed Elevators, Landscaped Garden, Tennis Court",7450000
Rajajinagar,1635,3,3.0,7.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, Landscaped Garden, Power Backup, Swimming Pool",16230000
Whitefield,598,1,1.0,14.0,Furnished,"24/7 Security, High-Speed Elevators",3050000
HSR Layout,1233,2,2.0,1.0,Semi-Furnished,"Clubhouse, Gym, Intercom",10040000
Marathahalli,1080,2,2.0,7.0,Unfurnished,"Gym, Power Backup",6160000
Thanisandra,548,1,1.0,1.0,Semi-Furnished,"High-Speed Elevators, Intercom, Power Backup, Swimming Pool",3120000
Malleshwaram,613,1,1.0,8.0,Furnished,"Clubhouse, Intercom, Power Backup",5750000
Sarjapur Road,1686,3,3.0,8.0,Furnished,"Clubhouse, Gym, Landscaped Garden, Power Backup, Swimming Pool",11740000
Hebbal,1087,2,1.0,7.0,Semi-Furnished,"Children's Play Area, High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool",8290000
Whitefield,992,2,2.0,6.0,Semi-Furnished,"Gym, High-Speed Elevators, Landscaped Garden, Power Backup, Tennis Court",5810000
Koramangala,953,2,2.0,5.0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, Power Backup, Tennis Court",11590000
Banashankari,2756,4,4.0,13.0,Unfurnished,"24/7 Security, Intercom, Power Backup",19440000
HSR Layout,2521,4,4.0,1.0,Furnished,"Covered Parking, High-Speed Elevators, Landscaped Garden, Power Backup, Swimming Pool",27830000
Banashankari,1083,2,2.0,16.0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Power Backup, Tennis Court",6250000
Bellandur,1547,3,3.0,8.0,Furnished,"Clubhouse, Gym, Landscaped Garden",11950000
Electronic City,1149,2,1.0,4.0,Semi-Furnished,"Children's Play Area, Clubhouse, Power Backup, Tennis Court",5800000
Indiranagar,1888,3,3.0,1.0,Unfurnished,"Gym, Tennis Court",25450000
Sarjapur Road,620,1,1.0,0.0,Semi-Furnished,"Covered Parking, Intercom, Swimming Pool, Tennis Court",4080000
HSR Layout,1189,2,2.0,0.0,Furnished,"Clubhouse, Intercom, Swimming Pool, Tennis Court",11660000
Marathahalli,1941,3,2.0,2.0,Semi-Furnished,"Children's Play Area, Gym, Jogging Track",13340000
Whitefield,1553,3,3.0,8.0,Furnished,"Covered Parking, High-Speed Elevators, Jogging Track, Swimming Pool",8600000
Koramangala,1179,2,2.0,3.0,Semi-Furnished,"Gym, High-Speed Elevators, Power Backup, Swimming Pool",12780000
Indiranagar,1180,2,2.0,6.0,Unfurnished,"High-Speed Elevators, Landscaped Garden",12230000
Marathahalli,1300,3,3.0,9.0,Unfurnished,"Clubhouse, Covered Parking, Gym, Landscaped Garden, Power Backup",8770000
Indiranagar,1081,2,1.0,0.0,Semi-Furnished,"24/7 Security, Intercom, Swimming Pool",13440000
Bellandur,919,2,2.0,5.0,Furnished,"Children's Play Area, Clubhouse, Jogging Track, Swimming Pool",7010000
Marathahalli,1300,3,3.0,1.0,Unfurnished,"High-Speed Elevators, Power Backup",8270000
Indiranagar,600,1,1.0,2.0,Semi-Furnished,"24/7 Security, Jogging Track",7710000
Indiranagar,1002,2,2.0,4.0,Unfurnished,"High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",11430000
Banashankari,2290,4,3.0,2.0,Semi-Furnished,"Intercom, Landscaped Garden, Swimming Pool",16390000
Malleshwaram,1545,3,3.0,10.0,Unfurnished,"Clubhouse, Covered Parking, Gym, Jogging Track, Power Backup, Swimming Pool, Tennis Court",15600000
Sarjapur Road,1864,3,3.0,14.0,Unfurnished,"Children's Play Area, Gym, Power Backup, Swimming Pool",10910000
Jayanagar,1778,3,3.0,3.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Intercom, Landscaped Garden, Power Backup",18480000
HSR Layout,1709,3,2.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Landscaped Garden",14750000
Marathahalli,1311,3,2.0,15.0,Semi-Furnished,"Gym, Jogging Track, Swimming Pool, Tennis Court",8240000
Electronic City,1772,3,2.0,17.0,Semi-Furnished,"Clubhouse, Swimming Pool",7970000
Electronic City,933,2,2.0,6.0,Furnished,"High-Speed Elevators, Jogging Track, Tennis Court",4260000
Hebbal,1121,2,2.0,2.0,Semi-Furnished,"Clubhouse, Jogging Track, Landscaped Garden, Tennis Court",10270000
Bellandur,1368,3,3.0,5.0,Semi-Furnished,"Gym, Power Backup",10250000
Electronic City,573,1,1.0,8.0,Furnished,"Landscaped Garden, Tennis Court",2660000
Electronic City,1067,2,2.0,3.0,Semi-Furnished,"Landscaped Garden, Tennis Court",5740000
Rajajinagar,1285,2,2.0,4.0,Unfurnished,"24/7 Security, High-Speed Elevators, Intercom, Power Backup, Tennis Court",12510000
Sarjapur Road,580,1,1.0,5.0,Semi-Furnished,"Covered Parking, Landscaped Garden, Swimming Pool",3580000
Malleshwaram,1681,3,3.0,5.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Swimming Pool",19950000
Sarjapur Road,2049,3,2.0,1.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, High-Speed Elevators, Jogging Track, Tennis Court",13800000
Indiranagar,916,2,2.0,1.0,Semi-Furnished,"Covered Parking, Jogging Track, Power Backup, Swimming Pool",13200000
Koramangala,2806,4,4.0,13.0,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden",38900000
Bellandur,1508,3,3.0,1.0,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, High-Speed Elevators",14310000
Whitefield,617,1,1.0,3.0,Semi-Furnished,"24/7 Security, Covered Parking, Intercom, Jogging Track, Power Backup, Tennis Court",2930000
Koramangala,1014,2,2.0,0.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Intercom",11040000
Electronic City,991,2,2.0,8.0,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom",3950000
Electronic City,1678,3,3.0,2.0,Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Jogging Track, Swimming Pool",8650000
Hebbal,800,2,2.0,5.0,Semi-Furnished,"Children's Play Area, Covered Parking, Landscaped Garden, Swimming Pool",6710000
Hebbal,1086,2,2.0,5.0,Unfurnished,"High-Speed Elevators, Intercom, Tennis Court",9060000
Banashankari,2855,4,4.0,14.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom",22880000
Malleshwaram,1879,3,3.0,10.0,Semi-Furnished,"Children's Play Area, Intercom, Landscaped Garden",17740000
Thanisandra,2599,4,4.0,20.0,Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Swimming Pool, Tennis Court",14660000
Marathahalli,1506,3,2.0,12.0,Unfurnished,"Gym, High-Speed Elevators, Power Backup, Swimming Pool, Tennis Court",9800000
Malleshwaram,1683,3,3.0,5.0,Furnished,"Jogging Track, Swimming Pool, Tennis Court",19550000
Marathahalli,1579,3,3.0,12.0,Semi-Furnished,"Clubhouse, High-Speed Elevators, Intercom, Landscaped Garden",10180000
Yelahanka,1048,2,2.0,0.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Tennis Court",6980000
HSR Layout,1228,2,2.0,7.0,Unfurnished,"24/7 Security, Intercom, Jogging Track, Power Backup",11230000
Bellandur,1184,2,2.0,0.0,Furnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators",10670000
Marathahalli,1133,2,2.0,6.0,Semi-Furnished,"Children's Play Area, Intercom",6680000
Whitefield,1426,3,3.0,3.0,Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym",8760000
Banashankari,3501,5,4.0,9.0,Semi-Furnished,"Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",29460000
Sarjapur Road,2757,4,4.0,2.0,Unfurnished,"Children's Play Area, Clubhouse, Landscaped Garden",18010000
Sarjapur Road,1103,2,2.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, Jogging Track, Tennis Court",6770000
HSR Layout,1246,2,2.0,3.0,Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators",11260000
Electronic City,1091,2,2.0,17.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",5180000
HSR Layout,1153,2,2.0,1.0,Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Intercom",11630000
Hebbal,920,2,2.0,0.0,Unfurnished,"Gym, High-Speed Elevators, Tennis Court",6630000
Whitefield,1425,3,3.0,0.0,Unfurnished,"Gym, High-Speed Elevators, Tennis Court",7830000
Malleshwaram,4269,5,5.0,0.0,Furnished,"Children's Play Area, Clubhouse, Covered Parking, Intercom, Jogging Track, Landscaped Garden",56000000
Electronic City,2644,4,4.0,12.0,Unfurnished,"24/7 Security, Children's Play Area, Intercom, Landscaped Garden",11150000
Electronic City,1024,2,2.0,2.0,Unfurnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Tennis Court",4680000
Marathahalli,1355,3,3.0,6.0,Unfurnished,"Covered Parking, Jogging Track, Landscaped Garden, Power Backup",8030000
Electronic City,1773,3,2.0,1.0,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators",10100000
Whitefield,1641,3,3.0,1.0,Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Intercom, Swimming Pool",10350000
Malleshwaram,2836,4,4.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Gym, Intercom",32920000
Electronic City,1566,3,2.0,3.0,Unfurnished,"Intercom, Landscaped Garden",7540000
Yelahanka,1083,2,2.0,3.0,Semi-Furnished,"24/7 Security, Covered Parking, Gym, Jogging Track, Power Backup, Tennis Court",7930000
Thanisandra,1509,3,2.0,0.0,Semi-Furnished,"24/7 Security, Clubhouse, Intercom, Jogging Track, Swimming Pool",10050000
Sarjapur Road,450,1,1.0,3.0,Semi-Furnished,"Children's Play Area, Covered Parking, Jogging Track, Power Backup",2890000
HSR Layout,586,1,1.0,0.0,Semi-Furnished,"24/7 Security, Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",5420000
Koramangala,966,2,2.0,2.0,Semi-Furnished,"Clubhouse, Covered Parking, Jogging Track",14020000
Koramangala,1872,3,3.0,6.0,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Jogging Track, Tennis Court",22780000
HSR Layout,1300,3,2.0,12.0,Semi-Furnished,"Clubhouse, Gym, Landscaped Garden",11340000
Yelahanka,1657,3,3.0,3.0,Furnished,"Children's Play Area, High-Speed Elevators, Tennis Court",11350000
Malleshwaram,2622,4,4.0,3.0,Unfurnished,"24/7 Security, Clubhouse, High-Speed Elevators, Tennis Court",30570000
Hebbal,1124,2,1.0,7.0,Semi-Furnished,"24/7 Security, Children's Play Area, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",9420000
Marathahalli,3366,4,3.0,1.0,Semi-Furnished,"24/7 Security, Landscaped Garden, Power Backup, Tennis Court",22390000
Hebbal,717,1,1.0,11.0,Unfurnished,"Covered Parking, Jogging Track, Landscaped Garden",4770000
Jayanagar,1024,2,1.0,2.0,Unfurnished,"High-Speed Elevators, Jogging Track",8930000
Electronic City,2671,4,4.0,5.0,Unfurnished,"Children's Play Area, Clubhouse, Landscaped Garden, Power Backup, Tennis Court",14810000
Hebbal,2484,4,4.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Intercom, Jogging Track, Landscaped Garden",25010000
Thanisandra,1345,3,3.0,0.0,Furnished,"Gym, High-Speed Elevators, Intercom, Swimming Pool",10210000
Marathahalli,2602,4,4.0,4.0,Unfurnished,"Clubhouse, Gym, Intercom, Landscaped Garden",17850000
HSR Layout,3095,4,3.0,0.0,Unfurnished,"Clubhouse, Gym, High-Speed Elevators, Intercom",31780000
Koramangala,1385,3,3.0,2.0,Furnished,"Clubhouse, Covered Parking, Intercom, Swimming Pool",17720000
Electronic City,1853,3,3.0,11.0,Semi-Furnished,"24/7 Security, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",8430000
Indiranagar,1739,3,2.0,2.0,Semi-Furnished,"Children's Play Area, Clubhouse, Intercom, Power Backup, Tennis Court",21600000
Hebbal,1636,3,3.0,1.0,Furnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators",15970000
Marathahalli,2527,4,4.0,0.0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track",20570000
Electronic City,833,2,1.0,5.0,Semi-Furnished,"Clubhouse, Gym, Jogging Track, Swimming Pool, Tennis Court",3470000
Bellandur,1588,3,3.0,3.0,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",11600000
Banashankari,2487,4,3.0,7.0,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Landscaped Garden, Tennis Court",15780000
Koramangala,1194,2,1.0,13.0,Semi-Furnished,"24/7 Security, Landscaped Garden, Power Backup",12660000
Whitefield,1342,2,2.0,1.0,Semi-Furnished,"Clubhouse, Jogging Track, Swimming Pool, Tennis Court",9110000
Whitefield,1190,2,2.0,0.0,Semi-Furnished,"Children's Play Area, Gym, Intercom, Jogging Track, Power Backup, Tennis Court",6840000
Whitefield,1087,2,2.0,7.0,Furnished,"Jogging Track, Landscaped Garden",6460000
Yelahanka,1141,2,2.0,0.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Tennis Court",7010000
Koramangala,973,2,1.0,11.0,Furnished,"24/7 Security, High-Speed Elevators, Swimming Pool",11340000
Whitefield,975,2,2.0,2.0,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Jogging Track, Power Backup, Tennis Court",6100000
Electronic City,1187,2,2.0,17.0,Furnished,"24/7 Security, Covered Parking, Gym, Intercom, Tennis Court",5330000
Marathahalli,950,2,2.0,4.0,Semi-Furnished,"Gym, High-Speed Elevators, Landscaped Garden",6380000
Indiranagar,1476,3,2.0,1.0,Unfurnished,"Children's Play Area, Jogging Track, Landscaped Garden, Tennis Court",18440000
Whitefield,1193,2,2.0,2.0,Unfurnished,"Children's Play Area, Gym, Landscaped Garden, Power Backup, Swimming Pool",7100000
HSR Layout,2168,3,2.0,0.0,Furnished,"24/7 Security, Gym, High-Speed Elevators, Power Backup",20920000
Thanisandra,2473,4,3.0,6.0,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool",17600000
Banashankari,1712,3,3.0,13.0,Semi-Furnished,"24/7 Security, Landscaped Garden, Power Backup",10070000
Electronic City,675,1,1.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Intercom, Jogging Track, Power Backup, Tennis Court",3250000
Electronic City,1306,2,2.0,3.0,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators",6030000
Yelahanka,1183,2,2.0,28.0,Furnished,"Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",6350000
HSR Layout,1050,2,2.0,3.0,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Jogging Track, Tennis Court",9940000
Jayanagar,1251,2,2.0,26.0,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Power Backup",11070000
Banashankari,2117,3,2.0,4.0,Semi-Furnished,"Clubhouse, Jogging Track, Power Backup, Swimming Pool, Tennis Court",14270000
Koramangala,2336,4,4.0,1.0,Semi-Furnished,"24/7 Security, Children's Play Area, Jogging Track, Landscaped Garden",30850000
