Location,Area,BHK,Bathrooms,Property Age,Furnishing Status,Amenities,Price,price_per_sqft,property_age_group,luxury_score
Sarjapur Road,450,1,1,3,Semi-Furnished,"Children's Play Area, Covered Parking, Jogging Track, Power Backup",2890000.0,6422.22,New (0-3 yrs),2.59
HSR Layout,586,1,1,0,Semi-Furnished,"24/7 Security, Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",5420000.0,9249.15,New (0-3 yrs),5.45
Koramangala,966,2,2,2,Semi-Furnished,"Clubhouse, Covered Parking, Jogging Track",14020000.0,14513.46,New (0-3 yrs),2.32
Koramangala,1872,3,3,6,Semi-Furnished,"24/7 Security, Gym, High-Speed Elevators, Jogging Track, Tennis Court",22780000.0,12168.8,Modern (4-10 yrs),4.29
HSR Layout,1300,3,2,12,Semi-Furnished,"Clubhouse, Gym, Landscaped Garden",11340000.0,8723.08,Established (11-20 yrs),2.77
Yelahanka,1657,3,3,3,Furnished,"Children's Play Area, High-Speed Elevators, Tennis Court",11350000.0,6849.73,New (0-3 yrs),2.77
Malleshwaram,2622,4,4,3,Unfurnished,"24/7 Security, Clubhouse, High-Speed Elevators, Tennis Court",30570000.0,11659.04,New (0-3 yrs),3.93
Hebbal,1124,2,1,7,Semi-Furnished,"24/7 Security, Children's Play Area, Jogging Track, Landscaped Garden, Swimming Pool, Tennis Court",9420000.0,8380.78,Modern (4-10 yrs),5.27
Marathahalli,3366,4,3,1,Semi-Furnished,"24/7 Security, Landscaped Garden, Power Backup, Tennis Court",22390000.0,6651.81,New (0-3 yrs),3.48
Hebbal,717,1,1,11,Unfurnished,"Covered Parking, Jogging Track, Landscaped Garden",4770000.0,6652.72,Established (11-20 yrs),2.05
Jayanagar,1024,2,1,2,Unfurnished,"High-Speed Elevators, Jogging Track",8930000.0,8720.7,New (0-3 yrs),1.43
Electronic City,2671,4,4,5,Unfurnished,"Children's Play Area, Clubhouse, Landscaped Garden, Power Backup, Tennis Court",14810000.0,5544.74,Modern (4-10 yrs),4.46
Hebbal,2484,4,4,0,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Intercom, Jogging Track, Landscaped Garden",25010000.0,10068.44,New (0-3 yrs),3.84
Thanisandra,1345,3,3,0,Furnished,"Gym, High-Speed Elevators, Intercom, Swimming Pool",10210000.0,7591.08,New (0-3 yrs),3.57
Marathahalli,2602,4,4,4,Unfurnished,"Clubhouse, Gym, Intercom, Landscaped Garden",17850000.0,6860.11,Modern (4-10 yrs),3.21
HSR Layout,3095,4,3,0,Unfurnished,"Clubhouse, Gym, High-Speed Elevators, Intercom",31780000.0,10268.17,New (0-3 yrs),3.3
Koramangala,1385,3,3,2,Furnished,"Clubhouse, Covered Parking, Intercom, Swimming Pool",17720000.0,12794.22,New (0-3 yrs),3.57
Electronic City,1853,3,3,11,Semi-Furnished,"24/7 Security, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",8430000.0,4549.38,Established (11-20 yrs),3.84
Indiranagar,1739,3,2,2,Semi-Furnished,"Children's Play Area, Clubhouse, Intercom, Power Backup, Tennis Court",21600000.0,12420.93,New (0-3 yrs),4.11
Hebbal,1636,3,3,1,Furnished,"Clubhouse, Covered Parking, Gym, High-Speed Elevators",15970000.0,9761.61,New (0-3 yrs),3.57
Marathahalli,2527,4,4,0,Semi-Furnished,"Clubhouse, Covered Parking, High-Speed Elevators, Intercom, Jogging Track",20570000.0,8140.09,New (0-3 yrs),3.66
Electronic City,833,2,1,5,Semi-Furnished,"Clubhouse, Gym, Jogging Track, Swimming Pool, Tennis Court",3470000.0,4165.67,Modern (4-10 yrs),5.09
Bellandur,1588,3,3,3,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Intercom, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",11600000.0,7304.79,New (0-3 yrs),7.14
Banashankari,2487,4,3,7,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Landscaped Garden, Tennis Court",15780000.0,6344.99,Modern (4-10 yrs),4.55
Koramangala,1194,2,1,13,Semi-Furnished,"24/7 Security, Landscaped Garden, Power Backup",12660000.0,10603.02,Established (11-20 yrs),2.23
Whitefield,1342,2,2,1,Semi-Furnished,"Clubhouse, Jogging Track, Swimming Pool, Tennis Court",9110000.0,6788.38,New (0-3 yrs),4.2
Whitefield,1190,2,2,0,Semi-Furnished,"Children's Play Area, Gym, Intercom, Jogging Track, Power Backup, Tennis Court",6840000.0,5747.9,New (0-3 yrs),4.46
Whitefield,1087,2,2,7,Furnished,"Jogging Track, Landscaped Garden",6460000.0,5942.96,Modern (4-10 yrs),1.34
Yelahanka,1141,2,2,0,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, Tennis Court",7010000.0,6143.73,New (0-3 yrs),4.55
Koramangala,973,2,1,11,Furnished,"24/7 Security, High-Speed Elevators, Swimming Pool",11340000.0,11654.68,Established (11-20 yrs),2.95
Whitefield,975,2,2,2,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Jogging Track, Power Backup, Tennis Court",6100000.0,6256.41,New (0-3 yrs),5.0
Electronic City,1187,2,2,17,Furnished,"24/7 Security, Covered Parking, Gym, Intercom, Tennis Court",5330000.0,4490.31,Established (11-20 yrs),4.02
Marathahalli,950,2,2,4,Semi-Furnished,"Gym, High-Speed Elevators, Landscaped Garden",6380000.0,6715.79,Modern (4-10 yrs),2.59
Indiranagar,1476,3,2,1,Unfurnished,"Children's Play Area, Jogging Track, Landscaped Garden, Tennis Court",18440000.0,12493.22,New (0-3 yrs),3.21
Whitefield,1193,2,2,2,Unfurnished,"Children's Play Area, Gym, Landscaped Garden, Power Backup, Swimming Pool",7100000.0,5951.38,New (0-3 yrs),4.38
HSR Layout,2168,3,2,0,Furnished,"24/7 Security, Gym, High-Speed Elevators, Power Backup",20920000.0,9649.45,New (0-3 yrs),3.21
Thanisandra,2473,4,3,6,Semi-Furnished,"24/7 Security, Children's Play Area, Gym, High-Speed Elevators, Landscaped Garden, Swimming Pool",17600000.0,7116.86,Modern (4-10 yrs),5.27
Banashankari,1712,3,3,13,Semi-Furnished,"24/7 Security, Landscaped Garden, Power Backup",10070000.0,5882.01,Established (11-20 yrs),2.23
Electronic City,675,1,1,1,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Intercom, Jogging Track, Power Backup, Tennis Court",3250000.0,4814.81,New (0-3 yrs),6.07
Electronic City,1306,2,2,3,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators",6030000.0,4617.15,New (0-3 yrs),2.32
Yelahanka,1183,2,2,28,Furnished,"Intercom, Jogging Track, Power Backup, Swimming Pool, Tennis Court",6350000.0,5367.71,Old (20+ yrs),4.29
HSR Layout,1050,2,2,3,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Jogging Track, Tennis Court",9940000.0,9466.67,New (0-3 yrs),4.2
Jayanagar,1251,2,2,26,Semi-Furnished,"24/7 Security, Covered Parking, High-Speed Elevators, Intercom, Jogging Track, Power Backup",11070000.0,8848.92,Old (20+ yrs),4.02
Banashankari,2117,3,2,4,Semi-Furnished,"Clubhouse, Jogging Track, Power Backup, Swimming Pool, Tennis Court",14270000.0,6740.67,Modern (4-10 yrs),4.91
Koramangala,2336,4,4,1,Semi-Furnished,"24/7 Security, Children's Play Area, Jogging Track, Landscaped Garden",30850000.0,13206.34,New (0-3 yrs),2.68
Indiranagar,555,1,1,14,Semi-Furnished,"Clubhouse, Intercom, Landscaped Garden",6670000.0,12018.02,Established (11-20 yrs),2.32
Electronic City,1070,2,2,19,Furnished,"Covered Parking, Intercom, Landscaped Garden, Swimming Pool, Tennis Court",4550000.0,4252.34,Established (11-20 yrs),4.55
Whitefield,2877,4,3,3,Semi-Furnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Landscaped Garden, Tennis Court",16520000.0,5742.09,New (0-3 yrs),4.64
Jayanagar,1138,2,2,0,Furnished,"Clubhouse, Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",13130000.0,11537.79,New (0-3 yrs),6.16
Electronic City,1491,3,3,0,Semi-Furnished,"Children's Play Area, Jogging Track, Swimming Pool",8080000.0,5419.18,New (0-3 yrs),2.5
Hebbal,908,2,2,1,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Intercom, Tennis Court",7400000.0,8149.78,New (0-3 yrs),4.82
Jayanagar,1251,2,2,5,Unfurnished,"24/7 Security, Covered Parking, Jogging Track, Swimming Pool, Tennis Court",12110000.0,9680.26,Modern (4-10 yrs),4.55
Sarjapur Road,1719,3,3,0,Semi-Furnished,"24/7 Security, High-Speed Elevators, Intercom, Power Backup, Swimming Pool, Tennis Court",15370000.0,8941.24,New (0-3 yrs),5.36
Whitefield,1146,2,2,14,Semi-Furnished,"Children's Play Area, Clubhouse, Power Backup, Swimming Pool, Tennis Court",6060000.0,5287.96,Established (11-20 yrs),5.0
Electronic City,2463,4,3,7,Unfurnished,"Landscaped Garden, Swimming Pool",11930000.0,4843.69,Modern (4-10 yrs),2.14
Sarjapur Road,1380,2,2,3,Furnished,"Gym, Jogging Track, Swimming Pool",9900000.0,7173.91,New (0-3 yrs),2.77
Malleshwaram,1059,2,2,4,Unfurnished,"24/7 Security, Covered Parking",11410000.0,10774.32,Modern (4-10 yrs),1.43
Bellandur,664,1,1,0,Semi-Furnished,"High-Speed Elevators, Intercom, Landscaped Garden, Tennis Court",4680000.0,7048.19,New (0-3 yrs),3.39
HSR Layout,2779,4,3,8,Semi-Furnished,"Covered Parking, Jogging Track, Landscaped Garden, Power Backup",27250000.0,9805.69,Modern (4-10 yrs),2.77
Whitefield,1660,3,2,17,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Landscaped Garden, Power Backup",7280000.0,4385.54,Established (11-20 yrs),4.64
Electronic City,899,2,2,6,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Jogging Track",3670000.0,4082.31,Modern (4-10 yrs),2.77
Indiranagar,1113,2,2,2,Semi-Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Landscaped Garden, Tennis Court",16100000.0,14465.41,New (0-3 yrs),6.34
Jayanagar,1253,2,2,5,Semi-Furnished,"24/7 Security, Jogging Track, Power Backup, Swimming Pool",14240000.0,11364.72,Modern (4-10 yrs),3.3
Whitefield,648,1,1,0,Semi-Furnished,"24/7 Security, Clubhouse, Power Backup, Tennis Court",3150000.0,4861.11,New (0-3 yrs),3.75
Marathahalli,2554,4,3,7,Furnished,"24/7 Security, Children's Play Area, Gym, Intercom, Tennis Court",17400000.0,6812.84,Modern (4-10 yrs),3.93
HSR Layout,2100,4,3,0,Semi-Furnished,"Children's Play Area, Gym",19640000.0,9352.38,New (0-3 yrs),1.52
Electronic City,3162,4,4,6,Semi-Furnished,"High-Speed Elevators, Intercom",18340000.0,5800.13,Modern (4-10 yrs),1.34
Hebbal,1079,2,2,5,Unfurnished,"24/7 Security, Children's Play Area, Covered Parking, Intercom, Landscaped Garden, Power Backup",9320000.0,8637.63,Modern (4-10 yrs),4.02
Thanisandra,1901,3,3,1,Unfurnished,"Covered Parking, Jogging Track",10460000.0,5502.37,New (0-3 yrs),1.25
Marathahalli,2400,4,3,2,Semi-Furnished,"24/7 Security, Children's Play Area, Swimming Pool",18830000.0,7845.83,New (0-3 yrs),2.68
Marathahalli,999,2,2,9,Semi-Furnished,"Children's Play Area, Jogging Track, Swimming Pool, Tennis Court",4850000.0,4854.85,Modern (4-10 yrs),3.75
Yelahanka,1174,2,2,18,Semi-Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Jogging Track, Landscaped Garden",5770000.0,4914.82,Established (11-20 yrs),3.57
Electronic City,2539,4,3,6,Furnished,"Gym, High-Speed Elevators, Intercom, Swimming Pool",12580000.0,4954.71,Modern (4-10 yrs),3.57
Electronic City,973,2,1,8,Semi-Furnished,"Children's Play Area, Clubhouse, Intercom, Jogging Track, Landscaped Garden, Power Backup, Tennis Court",3890000.0,3997.94,Modern (4-10 yrs),5.45
Sarjapur Road,1300,3,3,8,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Gym, High-Speed Elevators, Intercom, Swimming Pool",9510000.0,7315.38,Modern (4-10 yrs),5.98
Electronic City,3735,5,4,5,Furnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Landscaped Garden, Power Backup",20850000.0,5582.33,Modern (4-10 yrs),4.11
Bellandur,1644,3,3,10,Semi-Furnished,"Clubhouse, Intercom, Jogging Track",11940000.0,7262.77,Modern (4-10 yrs),2.05
Koramangala,1144,2,2,22,Semi-Furnished,"Children's Play Area, Tennis Court",10970000.0,9589.16,Old (20+ yrs),1.87
HSR Layout,2640,4,3,8,Semi-Furnished,"Children's Play Area, Gym",26380000.0,9992.42,Modern (4-10 yrs),1.52
Electronic City,803,2,2,3,Unfurnished,"24/7 Security, Covered Parking, Landscaped Garden",3550000.0,4420.92,New (0-3 yrs),2.23
Whitefield,1297,2,2,4,Unfurnished,"24/7 Security, High-Speed Elevators, Intercom, Power Backup, Tennis Court",5960000.0,4595.22,Modern (4-10 yrs),4.02
Whitefield,1053,2,1,4,Unfurnished,"Children's Play Area, Landscaped Garden, Power Backup",5820000.0,5527.07,Modern (4-10 yrs),2.14
Hebbal,941,2,2,2,Unfurnished,"24/7 Security, Covered Parking, Intercom, Power Backup",6900000.0,7332.62,New (0-3 yrs),2.59
Rajajinagar,3362,5,4,0,Furnished,"24/7 Security, Children's Play Area, High-Speed Elevators, Intercom, Power Backup, Tennis Court",44940000.0,13367.04,New (0-3 yrs),4.64
Thanisandra,800,2,2,12,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Intercom, Jogging Track, Power Backup, Swimming Pool",4650000.0,5812.5,Established (11-20 yrs),5.45
HSR Layout,1939,3,3,4,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, Landscaped Garden",17070000.0,8803.51,Modern (4-10 yrs),3.21
Marathahalli,2935,4,4,3,Furnished,"24/7 Security, Children's Play Area, Gym, Intercom, Power Backup, Tennis Court",25820000.0,8797.27,New (0-3 yrs),4.64
Yelahanka,1436,3,2,2,Furnished,"24/7 Security, Clubhouse, Intercom, Jogging Track, Power Backup",10490000.0,7305.01,New (0-3 yrs),3.48
Koramangala,1074,2,2,4,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Jogging Track, Power Backup, Swimming Pool",15550000.0,14478.58,Modern (4-10 yrs),5.89
Sarjapur Road,902,2,2,6,Semi-Furnished,"High-Speed Elevators, Intercom, Power Backup",5510000.0,6108.65,Modern (4-10 yrs),2.05
Koramangala,976,2,1,13,Semi-Furnished,"Children's Play Area, High-Speed Elevators",9500000.0,9733.61,Established (11-20 yrs),1.52
Whitefield,937,2,2,4,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Power Backup",5300000.0,5656.35,Modern (4-10 yrs),4.02
Yelahanka,979,2,2,0,Semi-Furnished,"24/7 Security, Covered Parking, Swimming Pool",5600000.0,5720.12,New (0-3 yrs),2.77
Malleshwaram,1232,2,2,0,Semi-Furnished,"Children's Play Area, Covered Parking, Intercom, Landscaped Garden",13240000.0,10746.75,New (0-3 yrs),2.59
Whitefield,1154,2,2,10,Furnished,"Gym, High-Speed Elevators, Intercom, Landscaped Garden",6420000.0,5563.26,Modern (4-10 yrs),3.04
Electronic City,1688,3,3,0,Unfurnished,"24/7 Security, Covered Parking, Jogging Track, Tennis Court",8290000.0,4911.14,New (0-3 yrs),3.21
Banashankari,1336,3,2,6,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom, Power Backup, Swimming Pool",9580000.0,7170.66,Modern (4-10 yrs),3.84
Indiranagar,1721,3,2,15,Semi-Furnished,"High-Speed Elevators, Intercom, Jogging Track, Power Backup, Tennis Court",19750000.0,11475.89,Established (11-20 yrs),3.84
Electronic City,1608,3,3,23,Unfurnished,"24/7 Security, Landscaped Garden, Power Backup, Swimming Pool",6420000.0,3992.54,Old (20+ yrs),3.57
Koramangala,1300,3,2,11,Semi-Furnished,"Covered Parking, Gym, Jogging Track, Power Backup, Swimming Pool, Tennis Court",13350000.0,10269.23,Established (11-20 yrs),5.45
Rajajinagar,1226,2,2,1,Furnished,"Covered Parking, Gym, Intercom, Jogging Track, Swimming Pool",13500000.0,11011.42,New (0-3 yrs),3.93
Marathahalli,2289,4,4,10,Semi-Furnished,"Gym, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool",14730000.0,6435.12,Modern (4-10 yrs),5.18
Whitefield,1370,2,2,3,Semi-Furnished,"24/7 Security, Children's Play Area, Intercom, Jogging Track, Landscaped Garden, Swimming Pool",8490000.0,6197.08,New (0-3 yrs),4.46
Marathahalli,787,1,1,0,Furnished,"High-Speed Elevators, Intercom, Power Backup, Swimming Pool",4840000.0,6149.94,New (0-3 yrs),3.39
Electronic City,1374,3,3,0,Furnished,"24/7 Security, Clubhouse, Covered Parking, Gym",7010000.0,5101.89,New (0-3 yrs),3.39
Whitefield,1755,3,3,0,Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Tennis Court",10800000.0,6153.85,New (0-3 yrs),3.93
Electronic City,1517,3,2,11,Semi-Furnished,"24/7 Security, Children's Play Area, Clubhouse, Covered Parking, Gym, High-Speed Elevators, Jogging Track, Tennis Court",7040000.0,4640.74,Established (11-20 yrs),6.7
Sarjapur Road,1403,3,3,2,Semi-Furnished,"Covered Parking, High-Speed Elevators, Landscaped Garden",10730000.0,7647.9,New (0-3 yrs),2.41
Rajajinagar,1704,3,2,15,Unfurnished,"Children's Play Area, Gym, Intercom, Jogging Track, Tennis Court",15520000.0,9107.98,Established (11-20 yrs),3.75
Bellandur,1807,3,2,16,Semi-Furnished,"Intercom, Landscaped Garden, Power Backup, Swimming Pool",12180000.0,6740.45,Established (11-20 yrs),3.3
Indiranagar,1300,3,2,12,Semi-Furnished,"Clubhouse, Gym, High-Speed Elevators, Landscaped Garden, Tennis Court",15200000.0,11692.31,Established (11-20 yrs),4.91
Hebbal,1604,3,2,2,Unfurnished,"Children's Play Area, Clubhouse, High-Speed Elevators, Intercom, Swimming Pool",12970000.0,8086.03,New (0-3 yrs),4.38
HSR Layout,4093,5,4,0,Semi-Furnished,"Clubhouse, Jogging Track, Power Backup, Swimming Pool",39400000.0,9626.19,New (0-3 yrs),3.66
Electronic City,2037,3,2,2,Furnished,"Children's Play Area, Covered Parking, Landscaped Garden, Swimming Pool",10560000.0,5184.09,New (0-3 yrs),3.48
Sarjapur Road,1134,2,2,1,Unfurnished,"Children's Play Area, Intercom, Jogging Track, Swimming Pool",6740000.0,5943.56,New (0-3 yrs),2.95
Malleshwaram,2378,4,3,2,Unfurnished,"24/7 Security, Clubhouse, Gym, Landscaped Garden, Power Backup",24950000.0,10492.01,New (0-3 yrs),4.2
Thanisandra,519,1,1,4,Semi-Furnished,"Covered Parking, Intercom",2620000.0,5048.17,Modern (4-10 yrs),1.16
Rajajinagar,605,1,1,1,Unfurnished,"24/7 Security, Children's Play Area, Clubhouse, High-Speed Elevators, Tennis Court",5510000.0,9107.44,New (0-3 yrs),4.55
Banashankari,1187,2,2,5,Furnished,"Gym, Power Backup, Swimming Pool",7920000.0,6672.28,Modern (4-10 yrs),2.95
Whitefield,1862,3,2,3,Semi-Furnished,"24/7 Security, Intercom, Landscaped Garden, Swimming Pool",12430000.0,6675.62,New (0-3 yrs),3.3
Marathahalli,1705,3,2,4,Furnished,"Covered Parking, Intercom, Power Backup",11430000.0,6703.81,Modern (4-10 yrs),1.88
Marathahalli,1786,3,3,13,Unfurnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Intercom, Power Backup, Tennis Court",11100000.0,6215.01,Established (11-20 yrs),5.54
Whitefield,712,1,1,0,Furnished,"24/7 Security, Children's Play Area, Covered Parking, Landscaped Garden, Power Backup",4260000.0,5983.15,New (0-3 yrs),3.57
Hebbal,1221,2,2,9,Unfurnished,"24/7 Security, High-Speed Elevators, Jogging Track, Landscaped Garden, Power Backup, Swimming Pool, Tennis Court",10360000.0,8484.85,Modern (4-10 yrs),6.25
Electronic City,925,2,2,5,Unfurnished,"24/7 Security, High-Speed Elevators",4050000.0,4378.38,Modern (4-10 yrs),1.61
Electronic City,1657,3,3,6,Unfurnished,"Children's Play Area, Clubhouse",8620000.0,5202.17,Modern (4-10 yrs),1.7
Thanisandra,1586,3,3,2,Semi-Furnished,"Children's Play Area, Clubhouse, Covered Parking, Gym, Intercom",9980000.0,6292.56,New (0-3 yrs),3.75
HSR Layout,1456,3,2,7,Unfurnished,"Intercom, Power Backup",10190000.0,6998.63,Modern (4-10 yrs),1.16
Hebbal,1099,2,2,6,Semi-Furnished,"Covered Parking, Gym, Intercom, Landscaped Garden, Power Backup",8440000.0,7679.71,Modern (4-10 yrs),3.57
Indiranagar,1506,3,3,5,Semi-Furnished,"24/7 Security, Clubhouse, Landscaped Garden, Power Backup",18890000.0,12543.16,Modern (4-10 yrs),3.3
Electronic City,1267,2,2,5,Semi-Furnished,"Clubhouse, Covered Parking, Gym, Power Backup, Swimming Pool",5710000.0,4506.71,Modern (4-10 yrs),4.73
Yelahanka,1081,2,2,5,Semi-Furnished,"24/7 Security, Covered Parking, Gym, High-Speed Elevators, Intercom",6630000.0,6133.21,Modern (4-10 yrs),3.66
Thanisandra,1605,3,3,4,Unfurnished,"24/7 Security, Clubhouse, Covered Parking, Jogging Track, Landscaped Garden, Swimming Pool",10560000.0,6579.44,Modern (4-10 yrs),5.18
Bellandur,2501,4,4,6,Semi-Furnished,"Clubhouse, Gym, Jogging Track, Landscaped Garden, Tennis Court",21270000.0,8504.6,Modern (4-10 yrs),4.55
HSR Layout,1248,2,2,0,Furnished,"High-Speed Elevators, Power Backup",12260000.0,9823.72,New (0-3 yrs),1.61
HSR Layout,2479,4,4,4,Semi-Furnished,"24/7 Security, Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Landscaped Garden",28010000.0,11298.91,Modern (4-10 yrs),5.62
Koramangala,3100,5,5,0,Semi-Furnished,"Children's Play Area, Covered Parking, Gym, High-Speed Elevators, Intercom, Jogging Track, Tennis Court",44530000.0,14364.52,New (0-3 yrs),5.36
Jayanagar,2291,4,3,5,Unfurnished,"Children's Play Area, Clubhouse, Intercom",24940000.0,10886.08,Modern (4-10 yrs),2.14
Thanisandra,2214,3,3,1,Unfurnished,"24/7 Security, High-Speed Elevators, Landscaped Garden",13650000.0,6165.31,New (0-3 yrs),2.41
Jayanagar,3794,5,5,0,Semi-Furnished,"Children's Play Area, Covered Parking, High-Speed Elevators, Intercom, Power Backup, Swimming Pool",58430000.0,15400.63,New (0-3 yrs),4.73
Indiranagar,1200,2,2,1,Unfurnished,"Children's Play Area, Clubhouse, Intercom, Swimming Pool",13770000.0,11475.0,New (0-3 yrs),3.48
